24-01-28.00:06:50.092 [main            ] INFO  Application            - Starting Application using Java 1.8.0_381 on WLY with PID 11192 (D:\Workspace\JavaProject\chatgpt-data\chatgpt-data-app\target\classes started by 王乐岩 in D:\Workspace\JavaProject\chatgpt-data)
24-01-28.00:06:50.093 [main            ] INFO  Application            - The following 1 profile is active: "dev"
24-01-28.00:06:50.593 [main            ] INFO  TomcatWebServer        - Tomcat initialized with port(s): 8090 (http)
24-01-28.00:06:50.597 [main            ] INFO  Http11NioProtocol      - Initializing ProtocolHandler ["http-nio-8090"]
24-01-28.00:06:50.597 [main            ] INFO  StandardService        - Starting service [Tomcat]
24-01-28.00:06:50.597 [main            ] INFO  StandardEngine         - Starting Servlet engine: [Apache Tomcat/9.0.75]
24-01-28.00:06:50.665 [main            ] INFO  [/]                    - Initializing Spring embedded WebApplicationContext
24-01-28.00:06:50.665 [main            ] INFO  ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 548 ms
24-01-28.00:06:51.497 [main            ] INFO  Http11NioProtocol      - Starting ProtocolHandler ["http-nio-8090"]
24-01-28.00:06:51.506 [main            ] INFO  TomcatWebServer        - Tomcat started on port(s): 8090 (http) with context path ''
24-01-28.00:06:51.511 [main            ] INFO  Application            - Started Application in 1.669 seconds (JVM running for 2.207)
24-01-28.00:07:13.076 [http-nio-8090-exec-1] INFO  [/]                    - Initializing Spring DispatcherServlet 'dispatcherServlet'
24-01-28.00:07:13.077 [http-nio-8090-exec-1] INFO  DispatcherServlet      - Initializing Servlet 'dispatcherServlet'
24-01-28.00:07:13.079 [http-nio-8090-exec-1] INFO  DispatcherServlet      - Completed initialization in 2 ms
24-01-28.00:07:13.116 [http-nio-8090-exec-1] INFO  WeiXinPortalController - 接收微信公众号信息请求oBzHc6QeSFc39Z_kjTmDqJmUoSgY开始<xml><ToUserName><![CDATA[gh_28c92be94d7d]]></ToUserName>
<FromUserName><![CDATA[oBzHc6QeSFc39Z_kjTmDqJmUoSgY]]></FromUserName>
<CreateTime>1706371631</CreateTime>
<MsgType><![CDATA[text]]></MsgType>
<Content><![CDATA[403]]></Content>
<MsgId>24429369503538644</MsgId>
</xml>
24-01-28.00:07:13.215 [http-nio-8090-exec-1] INFO  WeiXinPortalController - 接收微信公众号信息请求oBzHc6QeSFc39Z_kjTmDqJmUoSgY完成<xml>
  <ToUserName><![CDATA[oBzHc6QeSFc39Z_kjTmDqJmUoSgY]]></ToUserName>
  <FromUserName><![CDATA[gh_28c92be94d7d]]></FromUserName>
  <CreateTime>1706371633</CreateTime>
  <MsgType><![CDATA[text]]></MsgType>
  <Content><![CDATA[您的验证码为： 4321 有效期3分组]]></Content>
</xml>
24-01-28.00:07:18.331 [http-nio-8090-exec-6] INFO  AuthController         - 鉴权登录校验开始，验证码：4321
24-01-28.00:07:18.468 [http-nio-8090-exec-6] INFO  AuthController         - 鉴权登录校验完成，验证码：4321 结果： {"code":"0000","info":"验证成功","openId":"oBzHc6QeSFc39Z_kjTmDqJmUoSgY","token":"eyJhbGciOiJIUzI1NiJ9.eyJzdWIiOiJvQnpIYzZRZVNGYzM5Wl9ralRtRHFKbVVvU2dZIiwib3BlbklkIjoib0J6SGM2UWVTRmMzOVpfa2pUbURxSm1Vb1NnWSIsImV4cCI6MTcwNjM4MTcxOCwiaWF0IjoxNzA2MzcxNjM4LCJqdGkiOiIyNDIyMzg2MS05NGI4LTQ1ZjEtYTY2MC1lMzYxMWI0ZjVjNGEifQ.gdbRNjT9SyunjNLoJa_B0u-459VXuKBIJXlldEd2hkQ"}
24-01-28.00:07:21.107 [http-nio-8090-exec-7] INFO  ChatGPTAIServiceController - 流式问答请求开始，使用模型：gpt-3.5-turbo 请求信息：[{"content":"请问有什么需要帮助的吗？","role":"system"},{"content":"你好","role":"user"}]
24-01-28.00:07:43.294 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 年
24-01-28.00:07:43.294 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 度
24-01-28.00:07:43.295 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 最
24-01-28.00:07:43.333 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 佳
24-01-28.00:07:43.333 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 男
24-01-28.00:07:43.334 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 子
24-01-28.00:07:43.491 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 篮
24-01-28.00:07:43.492 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 球
24-01-28.00:07:43.493 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 运
24-01-28.00:07:43.541 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 动
24-01-28.00:07:43.541 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 员
24-01-28.00:07:43.548 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 奖
24-01-28.00:07:43.747 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 。
24-01-28.00:07:43.748 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 同
24-01-28.00:07:43.748 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 年
24-01-28.00:07:46.644 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - ，
24-01-28.00:07:46.645 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 他
24-01-28.00:07:46.658 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 决
24-01-28.00:07:46.658 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 定
24-01-28.00:07:46.658 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 放
24-01-28.00:07:46.659 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 弃
24-01-28.00:07:46.659 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 大
24-01-28.00:07:46.659 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 学
24-01-28.00:07:46.659 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 剩
24-01-28.00:07:46.670 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 余
24-01-28.00:07:46.670 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 的
24-01-28.00:07:46.670 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 三
24-01-28.00:07:47.054 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 年
24-01-28.00:07:47.055 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 资
24-01-28.00:07:47.055 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 格
24-01-28.00:07:47.056 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - ，
24-01-28.00:07:47.057 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 参
24-01-28.00:07:47.057 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 加
24-01-28.00:07:47.057 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - N
24-01-28.00:07:47.058 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - BA
24-01-28.00:07:47.058 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 选
24-01-28.00:07:47.058 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 秀
24-01-28.00:07:47.058 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 。


24-01-28.00:07:47.059 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 200
24-01-28.00:07:47.059 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 7
24-01-28.00:07:47.059 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 年
24-01-28.00:07:47.059 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - N
24-01-28.00:07:47.060 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - BA
24-01-28.00:07:47.090 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 选
24-01-28.00:07:47.090 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 秀
24-01-28.00:07:47.090 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 中
24-01-28.00:07:47.091 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - ，
24-01-28.00:07:47.091 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 杜
24-01-28.00:07:47.091 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 兰
24-01-28.00:07:47.091 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 特
24-01-28.00:07:47.091 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 被
24-01-28.00:07:47.091 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 西
24-01-28.00:07:47.092 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 雅
24-01-28.00:07:47.092 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 图
24-01-28.00:07:50.234 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 超
24-01-28.00:07:50.235 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 音
24-01-28.00:07:50.235 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 速
24-01-28.00:07:50.236 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 队
24-01-28.00:07:50.236 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - （
24-01-28.00:07:50.237 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 后
24-01-28.00:07:50.262 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 来
24-01-28.00:07:50.262 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 迁
24-01-28.00:07:50.263 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 至
24-01-28.00:07:50.263 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 俄
24-01-28.00:07:50.263 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 克
24-01-28.00:07:50.263 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 拉
24-01-28.00:07:50.263 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 荷
24-01-28.00:07:50.263 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 马
24-01-28.00:07:50.264 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 城
24-01-28.00:07:50.264 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 并
24-01-28.00:07:50.264 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 更
24-01-28.00:07:50.264 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 名
24-01-28.00:07:50.264 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 为
24-01-28.00:07:50.264 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 雷
24-01-28.00:07:50.265 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 霆
24-01-28.00:07:50.265 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 队
24-01-28.00:07:50.265 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - ）
24-01-28.00:07:50.265 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 以
24-01-28.00:07:50.265 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 第
24-01-28.00:07:50.265 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 二
24-01-28.00:07:50.265 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 顺
24-01-28.00:07:50.266 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 位
24-01-28.00:07:50.266 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 选
24-01-28.00:07:50.273 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 中
24-01-28.00:07:50.273 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 。
24-01-28.00:07:50.273 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 他
24-01-28.00:07:50.273 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 在
24-01-28.00:07:50.279 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 雷
24-01-28.00:07:50.279 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 霆
24-01-28.00:07:50.279 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 队
24-01-28.00:07:50.280 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 效
24-01-28.00:07:50.281 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 力
24-01-28.00:07:50.281 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 了
24-01-28.00:07:50.281 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 八
24-01-28.00:07:50.281 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 个
24-01-28.00:07:50.282 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 赛
24-01-28.00:07:50.282 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 季
24-01-28.00:07:50.282 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - ，
24-01-28.00:07:50.282 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 期
24-01-28.00:07:50.282 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 间
24-01-28.00:07:50.282 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 成
24-01-28.00:07:50.282 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 为
24-01-28.00:07:50.283 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 了
24-01-28.00:07:50.302 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 联
24-01-28.00:07:50.303 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 盟
24-01-28.00:07:50.303 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 最
24-01-28.00:07:50.303 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 顶
24-01-28.00:07:50.303 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 尖
24-01-28.00:07:50.304 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 的
24-01-28.00:07:50.304 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 得
24-01-28.00:07:50.304 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 分
24-01-28.00:07:50.306 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 手
24-01-28.00:07:50.356 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 之
24-01-28.00:07:50.357 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 一
24-01-28.00:07:50.357 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 。
24-01-28.00:07:50.357 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 他
24-01-28.00:07:50.357 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 在
24-01-28.00:07:50.357 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 201
24-01-28.00:07:50.357 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 4
24-01-28.00:07:50.357 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 年
24-01-28.00:07:50.358 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 获
24-01-28.00:07:50.358 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 得
24-01-28.00:07:50.359 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 了
24-01-28.00:07:51.038 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - N
24-01-28.00:07:51.039 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - BA
24-01-28.00:07:51.039 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 常
24-01-28.00:07:51.039 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 规
24-01-28.00:07:51.039 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 赛
24-01-28.00:07:51.039 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 最
24-01-28.00:07:51.040 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 有
24-01-28.00:07:51.040 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 价
24-01-28.00:07:51.041 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 值
24-01-28.00:07:51.041 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 球
24-01-28.00:07:51.041 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 员
24-01-28.00:07:51.042 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - （
24-01-28.00:07:51.042 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - M
24-01-28.00:07:51.042 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - VP
24-01-28.00:07:51.043 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - ）
24-01-28.00:07:51.043 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 奖
24-01-28.00:07:51.043 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 。


24-01-28.00:07:51.044 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 201
24-01-28.00:07:51.044 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 6
24-01-28.00:07:51.044 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 年
24-01-28.00:07:51.044 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - ，
24-01-28.00:07:51.044 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 杜
24-01-28.00:07:51.088 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 兰
24-01-28.00:07:51.088 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 特
24-01-28.00:07:51.089 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 转
24-01-28.00:07:51.089 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 会
24-01-28.00:07:51.089 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 至
24-01-28.00:07:51.089 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 金
24-01-28.00:07:51.089 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 州
24-01-28.00:07:51.089 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 勇
24-01-28.00:07:51.090 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 士
24-01-28.00:07:51.090 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 队
24-01-28.00:07:51.090 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - ，
24-01-28.00:07:51.090 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 与
24-01-28.00:07:51.090 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 队
24-01-28.00:07:51.091 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 友
24-01-28.00:07:51.091 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 斯
24-01-28.00:07:51.091 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 蒂
24-01-28.00:07:51.091 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 芬
24-01-28.00:07:51.091 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - ·
24-01-28.00:07:51.091 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 库
24-01-28.00:07:51.091 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 里
24-01-28.00:07:51.091 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 、
24-01-28.00:07:51.092 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 克
24-01-28.00:07:51.092 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 莱
24-01-28.00:07:51.092 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - ·
24-01-28.00:07:51.092 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 汤
24-01-28.00:07:51.092 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 普
24-01-28.00:07:51.093 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 森
24-01-28.00:07:51.101 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 和
24-01-28.00:07:51.102 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 德
24-01-28.00:07:51.123 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 雷
24-01-28.00:07:51.123 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 蒙
24-01-28.00:07:51.123 [OkHttp https://service-d6wuqy4n-1320869466.cd.apigw.tencentcs.com/...] INFO  ChatService            - 德
